model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.808125,0.9811875000000001,0.9375,96.07276833333333,96.07276833333333,0.9867538333333332,0.9
none,96.808125,0.9811875000000001,0.9375,96.07276833333333,96.07276833333333,0.9867538333333332,0.9
f16,96.808125,0.9811875000000001,0.9375,96.07276833333333,96.07276833333333,0.9867538333333332,0.9
i8,91.12219375000001,0.926745625,0.875,86.04169333333333,86.04169333333333,0.9148813333333333,0.7333333333333333
