model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.7803,0.98079,0.9375,96.07669999999999,96.07669999999999,0.9868099999999999,0.9
none,96.7803,0.98079,0.9375,96.07669999999999,96.07669999999999,0.9868099999999999,0.9
f16,96.7803,0.98079,0.9375,96.07669999999999,96.07669999999999,0.9868099999999999,0.9
i8,57.837125,0.7458875,0.1875,72.40579166666666,72.40579166666666,0.7986541666666666,0.55
