model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.7723375,0.98067625,0.9375,97.119785,97.119785,0.9874255,0.9333333333333333
none,96.7723375,0.98067625,0.9375,97.119785,97.119785,0.9874255,0.9333333333333333
f16,96.7723375,0.98067625,0.9375,97.119785,97.119785,0.9874255,0.9333333333333333
i8,88.95328125,0.922546875,0.8125,86.56765333333334,86.56765333333334,0.9081093333333334,0.7666666666666667
