model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.80865,0.981195,0.9375,94.77274833333334,94.77274833333334,0.9824678333333334,0.8666666666666667
none,96.80865,0.981195,0.9375,94.77274833333334,94.77274833333334,0.9824678333333334,0.8666666666666667
f16,96.80865,0.981195,0.9375,94.77274833333334,94.77274833333334,0.9824678333333334,0.8666666666666667
i8,90.970775,0.9245825,0.875,89.72624333333334,89.72624333333334,0.9389463333333334,0.8
