model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.7572875,0.9804612500000001,0.9375,96.02888999999999,96.02888999999999,0.9861269999999999,0.9
none,96.7572875,0.9804612500000001,0.9375,96.02888999999999,96.02888999999999,0.9861269999999999,0.9
f16,96.7572875,0.9804612500000001,0.9375,96.02834166666666,96.02834166666666,0.9861191666666665,0.9
i8,86.224625,0.9371375,0.6875,87.11837666666666,87.11837666666666,0.9231196666666666,0.75
