model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.786075,0.9808725,0.9375,95.36929,95.36929,0.983847,0.8833333333333333
none,96.786075,0.9808725,0.9375,95.36929,95.36929,0.983847,0.8833333333333333
f16,96.786075,0.9808725,0.9375,95.87812166666667,95.87812166666667,0.9839731666666667,0.9
i8,89.39069375,0.9287956249999999,0.8125,88.64642166666668,88.64642166666668,0.9306631666666669,0.7833333333333333
