model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.7947375,0.9809962499999999,0.9375,96.00652499999998,96.00652499999998,0.9858074999999998,0.9
none,96.7947375,0.9809962499999999,0.9375,96.00652499999998,96.00652499999998,0.9858074999999998,0.9
f16,96.7947375,0.9809962499999999,0.9375,96.00652499999998,96.00652499999998,0.9858074999999998,0.9
i8,88.163025,0.9112574999999999,0.8125,89.14252166666668,89.14252166666668,0.9448931666666668,0.7666666666666667
