model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.42631875000001,0.9757331250000001,0.9375,95.529765,95.529765,0.9861395000000001,0.8833333333333333
none,96.42631875000001,0.9757331250000001,0.9375,95.529765,95.529765,0.9861395000000001,0.8833333333333333
f16,96.42631875000001,0.9757331250000001,0.9375,95.529765,95.529765,0.9861395000000001,0.8833333333333333
i8,77.8596625,0.84442375,0.625,80.47956666666666,80.47956666666666,0.8711366666666666,0.65
