dense1,dense2,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
8,7,97.03619375,0.984445625,0.9375,95.36346833333334,95.36346833333334,0.9837638333333334,0.8833333333333333
8,5,96.74035625,0.9802193750000001,0.9375,95.41089499999998,95.41089499999998,0.9772984999999998,0.9
15,13,96.92261875,0.982823125,0.9375,96.07860166666667,96.07860166666667,0.9868371666666668,0.9
20,13,96.94134375,0.9830906250000001,0.9375,95.99510333333333,95.99510333333333,0.9856443333333333,0.9
18,10,96.72185,0.979955,0.9375,95.02715333333333,95.02715333333333,0.9789593333333333,0.8833333333333333
19,2,96.409825,0.9754975,0.9375,95.087155,95.087155,0.9798164999999999,0.8833333333333333
19,4,96.931325,0.9829475,0.9375,96.63153333333332,96.63153333333332,0.9875933333333331,0.9166666666666666
10,10,96.65911249999999,0.9790587499999999,0.9375,94.89489999999999,94.89489999999999,0.97707,0.8833333333333333
13,15,94.54694375,0.975670625,0.875,94.85547833333334,94.85547833333334,0.9765068333333333,0.8833333333333333
