Model,Avg Train,Std Train,Avg Val,Std Val,Max Combine(Train+Test),Max Idx
original,96.40827324000001,0.815374049507456,96.77240963124999,0.15226858121121073,194.62162625000002(97.70154500000001+96.92008125000001),219
none,96.40827324000001,0.815374049507456,96.77240963124999,0.15226858121121073,194.62162625000002(97.70154500000001+96.92008125000001),219
f16,96.40729072833334,0.8148263068413832,96.77240788124999,0.15220470446861428,194.62162625000002(97.70154500000001+96.92008125000001),219
