Quant Type,Avg Test,Std Test,Avg Train,Std Train,Max Test+Train,Max ID
FLOAT16,93.6205375,0.0,96.33506166666666,0.0,93.6205375+96.33506166666666=189.95559916666667,0
None,93.6205375,0.0,96.33506166666666,0.0,93.6205375+96.33506166666666=189.95559916666667,0
