Quant Type,Avg Test,Std Test,Avg Train,Std Train,Max Test+Train,Max ID
INT8,71.519093125,23.129742906015085,79.77017743333334,13.713457606478025,96.70850625+94.57658500000001=191.28509125,1
QAT_INT8,94.00127325,1.4404736548821153,93.30008253333335,0.6440949644279705,96.5908625+94.24277833333332=190.83364083333333,16
FLOAT16,96.7931625,0.09919708673740095,96.27348486666666,0.721186420150452,96.82523125+97.29006=194.11529124999998,8
NONE,96.7931625,0.09919708673740095,96.26378120000001,0.7379945626659092,96.82523125+97.29006=194.11529124999998,8
