dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
16,6,194.17156,94.04495625,0.968499375,0.875,96.37594000000001,96.37594000000001,0.9839420000000002,0.9166666666666666
11,6,194.046251,91.4748125,0.95856875,0.8125,97.01736333333334,97.01736333333334,0.9859623333333333,0.9333333333333333
18,14,194.019485,96.21658125,0.9727368750000001,0.9375,95.843075,95.843075,0.9834725000000001,0.9
11,14,194.002647,88.8303375,0.9475762499999999,0.75,96.79826333333332,96.79826333333332,0.9828323333333332,0.9333333333333333
16,10,193.942951,94.31900625,0.972414375,0.875,95.96507333333332,95.96507333333332,0.9852153333333332,0.9
