model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.79924375,0.981060625,0.9375,95.88589166666668,95.88589166666668,0.9840841666666668,0.9
none,96.79924375,0.981060625,0.9375,95.88589166666668,95.88589166666668,0.9840841666666668,0.9
f16,96.79924375,0.981060625,0.9375,95.88988166666667,95.88988166666667,0.9841411666666666,0.9
i8,89.90475625,0.9361393750000001,0.8125,90.06272000000001,90.06272000000001,0.9508960000000002,0.7833333333333333
