model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.79880625,0.981054375,0.9375,97.12952666666666,97.12952666666666,0.9875646666666665,0.9333333333333333
none,96.79880625,0.981054375,0.9375,97.12952666666666,97.12952666666666,0.9875646666666665,0.9333333333333333
f16,96.79880625,0.981054375,0.9375,97.12952666666666,97.12952666666666,0.9875646666666665,0.9333333333333333
i8,85.89505625,0.932429375,0.6875,84.98733833333333,84.98733833333333,0.9141048333333334,0.7
