model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.808125,0.9811875,0.9375,95.53619333333333,95.53619333333333,0.9862313333333333,0.8833333333333333
none,96.808125,0.9811875,0.9375,95.53619333333333,95.53619333333333,0.9862313333333333,0.8833333333333333
f16,96.808125,0.9811875,0.9375,96.04378833333335,96.04378833333335,0.9863398333333335,0.9
i8,89.5358125,0.93086875,0.8125,90.64344166666667,90.64344166666667,0.9520491666666667,0.8
