model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.77176875,0.980668125,0.9375,97.556225,97.556225,0.9865175,0.95
none,96.77176875,0.980668125,0.9375,97.556225,97.556225,0.9865175,0.95
f16,96.77176875,0.980668125,0.9375,97.55522166666668,97.55522166666668,0.9865031666666668,0.95
i8,82.72554375,0.887150625,0.6875,82.64329333333333,82.64329333333333,0.8877613333333333,0.6833333333333333
