model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.80055625,0.981079375,0.9375,97.22048,97.22048,0.9888639999999999,0.9333333333333333
none,96.80055625,0.981079375,0.9375,97.22048,97.22048,0.9888639999999999,0.9333333333333333
f16,96.80055625,0.981079375,0.9375,97.22048,97.22048,0.9888639999999999,0.9333333333333333
i8,87.68654375,0.9044506250000001,0.8125,85.52631666666666,85.52631666666666,0.9146616666666666,0.7166666666666667
