dense1,dense2,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
16,6,96.90669375,0.982595625,0.9375,96.54314666666667,96.54314666666667,0.9863306666666668,0.9166666666666666
11,6,96.91570625,0.982724375,0.9375,97.04247000000001,97.04247000000001,0.9863210000000001,0.9333333333333333
18,14,96.81652500000001,0.9813075000000001,0.9375,96.116145,96.116145,0.9873735000000001,0.9
11,14,96.8358625,0.98158375,0.9375,95.160305,95.160305,0.9808614999999999,0.8833333333333333
16,10,96.9748125,0.98356875,0.9375,95.37426,95.37426,0.9839180000000002,0.8833333333333333
