dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
16,6,194.17156,96.73943750000001,0.9802062500000001,0.9375,96.62600333333333,96.62600333333333,0.9875143333333333,0.9166666666666666
