centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,91.8382,0.96376,0.8125,92.34846195,93.38444833333332,0.9697778333333332,0.85
Linear,245,1,5,195.14565,96.5388875,0.97734125,0.9375,96.161155475,95.394245,0.9842035,0.8833333333333333
Linear,138,1,26,194.869127,93.35309375,0.958615625,0.875,94.4504519625,96.67842166666665,0.9882631666666665,0.9166666666666666
Linear,256,0,2,-1,96.17493125,0.972141875,0.9375,96.21684358750001,96.30193833333334,0.9828848333333333,0.9166666666666666
Linear,256,1,5,-1,93.44129375,0.9598756249999999,0.875,93.68162491250001,94.16957000000001,0.9738510000000001,0.8666666666666667
