centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,93.44969375,0.959995625,0.875,93.86942776250001,94.72161500000001,0.9745945000000001,0.8833333333333333
Linear,245,1,5,195.14565,93.9465625,0.96709375,0.875,94.85773567500001,96.70769333333334,0.9886813333333334,0.9166666666666666
Linear,138,1,26,194.869127,94.03371250000001,0.96833875,0.875,94.99876697500001,96.95812,0.9851159999999999,0.9333333333333333
Linear,256,0,2,-1,96.3281875,0.97433125,0.9375,95.708647425,94.45079333333332,0.9850113333333332,0.85
Linear,256,1,5,-1,93.61506874999999,0.962358125,0.875,94.13897991249999,95.20267833333332,0.9814668333333333,0.8833333333333333
