centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,93.8863625,0.96623375,0.875,95.04933447500001,97.41052,0.984436,0.95
Linear,245,1,5,195.14565,91.0985625,0.95319375,0.8125,92.840817025,96.37812166666666,0.9839731666666666,0.9166666666666666
Linear,138,1,26,194.869127,91.5133125,0.9591187499999999,0.8125,91.51868627500001,91.52959666666666,0.9575656666666666,0.8166666666666667
Linear,256,0,2,-1,93.9176875,0.96668125,0.875,94.99768757500001,97.190415,0.9884345,0.9333333333333333
Linear,256,1,5,-1,93.43136249999999,0.9597337499999999,0.875,94.71528552500001,97.32203833333334,0.9903148333333334,0.9333333333333333
