centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,93.67719375,0.963245625,0.875,94.08633586250001,94.91701833333335,0.9845288333333334,0.8666666666666667
Linear,245,1,5,195.14565,93.9540875,0.96720125,0.875,94.530791375,95.70167500000001,0.9814525000000002,0.9
Linear,138,1,26,194.869127,94.2323375,0.9711762500000001,0.875,95.219671925,97.22426,0.988918,0.9333333333333333
Linear,256,0,2,-1,96.56863750000001,0.9777662500000001,0.9375,96.01838752500001,94.90121333333335,0.9700173333333335,0.9
Linear,256,1,5,-1,91.13229375000002,0.9536756250000001,0.8125,91.55217351250002,92.40465666666668,0.9629236666666668,0.8333333333333334
