centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,96.22765000000001,0.9728950000000001,0.9375,96.49864270000003,97.04884000000001,0.9864120000000002,0.9333333333333333
Linear,245,1,5,195.14565,96.5989125,0.97819875,0.9375,95.849843025,94.329005,0.9832715,0.85
Linear,138,1,26,194.869127,93.79339374999999,0.9649056249999999,0.875,93.8686556125,94.02146,0.978878,0.85
Linear,256,0,2,-1,94.37981875,0.973283125,0.875,93.9993022125,93.22673833333334,0.9675248333333334,0.85
Linear,256,1,5,-1,95.83254375,0.967250625,0.9375,95.35981476250001,94.40003166666666,0.9842861666666666,0.85
