centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,96.022375,0.9699625,0.9375,95.5617203,94.62645166666667,0.9660921666666668,0.9
Linear,245,1,5,195.14565,95.69280625,0.965254375,0.9375,95.30379798750002,94.51399333333335,0.9787713333333335,0.8666666666666667
Linear,138,1,26,194.869127,91.15049375,0.953935625,0.8125,91.03356691249999,90.79616999999998,0.9542309999999997,0.8
Linear,256,0,2,-1,96.30386250000001,0.97398375,0.9375,95.961508675,95.26642666666667,0.9752346666666668,0.9
Linear,256,1,5,-1,96.19947499999999,0.9724925,0.9375,95.53429510000001,94.18377833333335,0.9811968333333335,0.85
