centroid,num_cluster,use_swa,epoch,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
Linear,185,1,10,195.46,96.0882625,0.97090375,0.9375,95.48199722500001,94.251095,0.9821585,0.85
Linear,245,1,5,195.14565,88.3431375,0.94061625,0.75,89.113930325,90.67887333333333,0.9525553333333333,0.8
Linear,138,1,26,194.869127,96.26986875,0.973498125,0.9375,95.41449651250001,93.67783166666666,0.9668261666666667,0.8666666666666667
Linear,256,0,2,-1,96.55004375,0.977500625,0.9375,96.48667976250002,96.35803166666666,0.9836861666666666,0.9166666666666666
Linear,256,1,5,-1,83.778075,0.9289725000000001,0.625,85.7653361,89.80007833333332,0.9542868333333332,0.7666666666666667
