dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG,avg_gap_train,avg_gap_test
16,6,194.17156,96.57375624999999,0.9778393749999998,0.9375,95.77939833333332,95.77939833333332,0.9825628333333332,0.9,50.8430738571661,51.65431111111111
11,6,194.046251,91.52035625,0.9592193750000001,0.8125,96.97237666666666,96.97237666666666,0.9853196666666666,0.9333333333333333,55.21948918171466,55.40885333333333
18,14,194.019485,95.00750000000001,0.9822500000000001,0.875,92.93081166666667,92.93081166666667,0.9704401666666668,0.8333333333333334,59.81741093216203,58.38366222222222
11,14,194.002647,92.01053125,0.9662218749999999,0.8125,97.04423166666665,97.04423166666665,0.9863461666666663,0.9333333333333333,55.212245810964696,55.40885333333333
16,10,193.942951,96.5304,0.97722,0.9375,96.38843499999999,96.38843499999999,0.9841204999999998,0.9166666666666666,53.73857166097283,54.428604444444446
