dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG,avg_gap_train,avg_gap_test
16,6,194.17156,96.55188125,0.9775268749999999,0.9375,96.47090666666666,96.47090666666666,0.9852986666666665,0.9166666666666666,50.80151293313811,51.65431111111111
11,6,194.046251,94.50896875,0.975128125,0.875,96.3219,96.3219,0.98317,0.9166666666666666,55.185688140556366,55.40885333333333
18,14,194.019485,96.61286875,0.978398125,0.9375,94.42880333333333,94.42880333333333,0.9775543333333333,0.8666666666666667,59.77367414999187,58.38366222222222
11,14,194.002647,91.4602,0.9583600000000001,0.8125,96.53020833333332,96.53020833333332,0.986145833333333,0.9166666666666666,55.21769562388157,55.40885333333333
16,10,193.942951,96.46149375,0.9762356249999999,0.9375,96.59732666666666,96.59732666666666,0.9871046666666666,0.9166666666666666,53.839450138278835,54.428604444444446
