model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.82991249999999,0.98149875,0.9375,97.247325,97.247325,0.9892475000000001,0.9333333333333333
none,96.82991249999999,0.98149875,0.9375,97.247325,97.247325,0.9892475000000001,0.9333333333333333
f16,96.82991249999999,0.98149875,0.9375,97.247325,97.247325,0.9892475000000001,0.9333333333333333
