dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
5,7,97.040568,96.78156875,0.980808125,0.9375,96.42749500000001,96.42749500000001,0.9846785000000001,0.9166666666666666
