dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
5,7,97.040568,96.813025,0.9812575,0.9375,95.35924500000002,95.35924500000002,0.9837035000000002,0.8833333333333333
