model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.71174375,0.9798106249999999,0.9375,95.23212666666666,95.23212666666666,0.9747446666666666,0.9
none,96.71174375,0.9798106249999999,0.9375,95.23212666666666,95.23212666666666,0.9747446666666666,0.9
f16,96.71174375,0.9798106249999999,0.9375,95.23212666666666,95.23212666666666,0.9747446666666666,0.9
i8,96.58460625,0.977994375,0.9375,93.389185,93.389185,0.9698454999999999,0.85
