model,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
original,96.60840625,0.978334375,0.9375,93.96547333333335,93.96547333333335,0.9709353333333335,0.8666666666666667
none,96.60840625,0.978334375,0.9375,93.96547333333335,93.96547333333335,0.9709353333333335,0.8666666666666667
f16,96.60840625,0.978334375,0.9375,93.96706,93.96706,0.9709580000000001,0.8666666666666667
i8,96.17633124999999,0.972161875,0.9375,92.97516833333333,92.97516833333333,0.9710738333333332,0.8333333333333334
