dense1,dense2,o_score,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
8,13,97.112108,96.71953125,0.979921875,0.9375,95.90279666666666,95.90279666666666,0.9843256666666665,0.9
8,8,97.045737,96.72333750000001,0.9799762500000001,0.9375,96.34095166666667,96.34095166666667,0.9834421666666667,0.9166666666666666
8,13,96.769353,96.65189375,0.978955625,0.9375,95.77547833333335,95.77547833333335,0.9825068333333336,0.9
9,13,96.629515,96.60858125,0.978336875,0.9375,95.40297333333332,95.40297333333332,0.9771853333333332,0.9
8,9,96.629258,96.84531249999999,0.98171875,0.9375,94.01527666666667,94.01527666666667,0.9787896666666666,0.85
8,13,96.623308,96.24917500000001,0.9732025000000001,0.9375,97.78184666666665,97.78184666666665,0.9897406666666665,0.95
8,13,96.62038,94.58771875000001,0.9762531250000002,0.875,93.60119166666668,93.60119166666668,0.9728741666666668,0.85
