dense1,dense2,testScore,testavgFB,testG,default,trainScore,trainavgFB,trainG
8,7,97.00749375,0.984035625,0.9375,94.62788333333332,94.62788333333332,0.9803983333333331,0.8666666666666667
8,5,96.704175,0.9797025,0.9375,96.570575,96.570575,0.9867225000000001,0.9166666666666666
15,13,96.94711875,0.983173125,0.9375,95.83395166666665,95.83395166666665,0.9833421666666665,0.9
20,13,96.92345,0.982835,0.9375,95.90818666666667,95.90818666666667,0.9844026666666666,0.9
18,10,96.80659375,0.981165625,0.9375,96.51606833333332,96.51606833333332,0.9859438333333331,0.9166666666666666
19,2,96.86202499999999,0.9819574999999999,0.9375,94.68251833333332,94.68251833333332,0.9811788333333332,0.8666666666666667
19,4,96.99782499999999,0.9838975,0.9375,96.08537999999999,96.08537999999999,0.9869339999999998,0.9
10,10,96.6704875,0.9792212499999999,0.9375,95.06983000000001,95.06983000000001,0.9795690000000001,0.8833333333333333
13,15,96.7287625,0.9800537500000001,0.9375,96.52522666666667,96.52522666666667,0.9860746666666668,0.9166666666666666
